id,loss
131822,2137.8531347358303
131823,2138.539046582153
131824,2139.6201742862795
131825,2138.186882728351
131826,2139.371365796441
131827,2138.3008638526076
131828,2137.8833802831496
131829,2138.40488224763
131830,2138.680753582066
131831,2138.6326694247277
131832,2138.6077300741326
131833,2138.9523245789032
131834,2138.011391282065
131835,2139.333545858739
131836,2138.8821515832205
131837,2139.807111520613
131838,2138.8267861417644
131839,2137.806928942664
131840,2139.3854364505714
131841,2138.4314692175685
131842,2140.476852928325
131843,2138.5572476726816
131844,2139.726454409342
131845,2139.304606653567
131846,2140.045035936978
131847,2138.247846386877
131848,2139.6403769295
131849,2138.4891279481585
131850,2137.6803861171134
131851,2138.161689013876
131852,2137.9801146720156
131853,2137.924128218593
131854,2138.77006902477
131855,2138.081739500339
131856,2139.613532011922
131857,2139.222338849835
131858,2140.6234854760464
131859,2138.7238821333995
131860,2138.291269294325
131861,2139.0331726197346
131862,2139.1847598276136
131863,2137.785346347479
131864,2140.474837630155
131865,2139.0325705330447
131866,2139.6167850060924
131867,2137.6232908537604
131868,2137.5614914412313
131869,2139.583192784733
131870,2138.3120668645906
131871,2139.648059325469
131872,2139.0285540358273
131873,2139.374293154613
131874,2138.7020174346408
131875,2139.0028753407933
131876,2138.053007639196
131877,2140.3899808984866
131878,2138.5986124481965
131879,2138.1247120669423
131880,2139.258567686784
131881,2137.9200560382897
131882,2138.983020192166
131883,2138.789110566052
131884,2138.6090737371983
131885,2138.067892646162
131886,2137.6927788310427
131887,2138.7630317513954
131888,2140.1770146109134
131889,2139.8085471320496
131890,2137.9925201541428
131891,2138.7987364087853
131892,2139.256753544199
131893,2138.9638266817287
131894,2138.5827137086058
131895,2139.443213134534
131896,2139.7417917564635
131897,2139.2617041267763
131898,2138.555630903631
131899,2138.0508772105873
131900,2139.6308209174863
131901,2139.5983713962323
131902,2139.020920408021
131903,2139.324297331402
131904,2139.590544082202
131905,2138.436701441867
131906,2139.006736879341
131907,2138.484025961086
131908,2137.810690343372
131909,2138.018074092235
131910,2139.6440463194513
131911,2137.9941933531386
131912,2137.9839936845055
131913,2138.824918629691
131914,2138.9830963386275
131915,2139.6846225890304
131916,2139.6495892218663
131917,2138.3367262771244
131918,2138.3273209530903
131919,2139.1898712876555
131920,2138.152956069185
131921,2139.994029890364
131922,2138.740614595701
131923,2139.0566312316755
131924,2139.1414236612873
131925,2138.728449287677
131926,2138.007685921543
131927,2138.529892872488
131928,2139.527925730105
131929,2140.0317942271986
131930,2140.219873253497
131931,2138.975905373106
131932,2138.394672572838
131933,2139.484978733038
131934,2137.828436839058
131935,2138.3931285098306
