id,loss
131822,2121.4633848266276
131823,2131.91926632311
131824,2144.3412177901555
131825,2125.083520051184
131826,2144.656292642414
131827,2128.1635372441433
131828,2121.0066407928407
131829,2129.6850850301607
131830,2134.7294484021954
131831,2133.2811685029724
131832,2133.455342197306
131833,2136.675500391841
131834,2121.4892637030935
131835,2142.795281133544
131836,2136.7917487513237
131837,2151.814292286218
131838,2134.7392504064014
131839,2121.9803655880614
131840,2145.723479053198
131841,2130.9769576346634
131842,2158.5619336349296
131843,2133.1689976218604
131844,2148.3353908943277
131845,2145.1421274690224
131846,2153.687400120773
131847,2126.646033453652
131848,2148.3169100576233
131849,2132.349992818084
131850,2122.930683138579
131851,2125.6904110328237
131852,2121.641149290405
131853,2120.972155339667
131854,2134.409236670588
131855,2125.309465429936
131856,2144.818967539799
131857,2141.4827804818037
131858,2154.89653933408
131859,2134.8257299835454
131860,2127.2048496053585
131861,2137.7438545214873
131862,2139.5492664180865
131863,2119.052502771856
131864,2154.4709684077757
131865,2138.1527656229623
131866,2146.564972645525
131867,2120.9955280617096
131868,2120.2158745106576
131869,2146.5757124524894
131870,2128.8776632183376
131871,2149.58827660137
131872,2138.4682830664156
131873,2142.3912508916733
131874,2134.0227969899643
131875,2139.423490593167
131876,2125.0781075733603
131877,2157.5004708001575
131878,2133.110703576025
131879,2125.235440814169
131880,2142.264597568137
131881,2122.979417505925
131882,2137.584538579823
131883,2134.624261062748
131884,2132.1707196568887
131885,2126.830691974811
131886,2119.323730681303
131887,2134.1922139005983
131888,2156.521839257285
131889,2149.4619817161706
131890,2121.3974074457765
131891,2134.9642931028097
131892,2142.0395028483235
131893,2138.1901240553398
131894,2132.115230935546
131895,2145.5510809058724
131896,2151.7631757811564
131897,2141.142260776366
131898,2131.809533694582
131899,2124.190332936003
131900,2146.751371220381
131901,2149.7179704783193
131902,2138.884835865048
131903,2142.706239215947
131904,2147.2449710083342
131905,2129.3842840703846
131906,2138.654200758856
131907,2130.728328961251
131908,2118.4520923796404
131909,2122.1252114149615
131910,2149.719882354412
131911,2124.300019786593
131912,2123.0397725075245
131913,2135.2768437210434
131914,2138.234229111077
131915,2148.0032734446827
131916,2148.153020423308
131917,2128.514091670253
131918,2128.5873450937547
131919,2142.010271736727
131920,2126.4675318233517
131921,2153.302350720918
131922,2135.2486491075224
