id,loss
131822,1732.6762908303779
131823,1732.6762908303779
131824,3610.5163893977756
131825,1732.6762908303779
131826,5192.811427141713
131827,3532.029161071567
131828,1732.6762908303779
131829,3532.029161071567
131830,3573.7316150835045
131831,4897.926491146963
131832,2463.3545143560377
131833,1732.6762908303779
131834,1732.6762908303779
131835,2479.2697261320964
131836,1732.6762908303779
131837,5019.203093268906
131838,1732.6762908303779
131839,1732.6762908303779
131840,3501.725949805944
131841,2463.3545143560377
131842,7800.077191710268
131843,4040.4618442372275
131844,3501.725949805944
131845,5134.400150458286
131846,10832.264988206782
131847,1732.6762908303779
131848,5134.400150458286
131849,3843.5222960307583
131850,1732.6762908303779
131851,1732.6762908303779
131852,1732.6762908303779
131853,1732.6762908303779
131854,1732.6762908303779
131855,2791.6604134330682
131856,3584.4980122000243
131857,3584.4980122000243
131858,7052.152505945924
131859,1732.6762908303779
131860,3576.628568118772
131861,1732.6762908303779
131862,1732.6762908303779
131863,1732.6762908303779
131864,5134.400150458286
131865,1732.6762908303779
131866,3532.029161071567
131867,1732.6762908303779
131868,1732.6762908303779
131869,3378.1999712452102
131870,2791.6604134330682
131871,5316.625492470623
131872,2427.7949020549604
131873,3584.4980122000243
131874,2463.3545143560377
131875,3584.4980122000243
131876,2463.3545143560377
131877,7800.077191710268
131878,3532.029161071567
131879,1732.6762908303779
131880,3413.9227496604517
131881,1732.6762908303779
131882,1732.6762908303779
131883,1732.6762908303779
131884,2791.6604134330682
131885,1732.6762908303779
131886,1732.6762908303779
131887,1732.6762908303779
131888,5134.400150458286
131889,6744.374557005506
131890,1732.6762908303779
131891,1732.6762908303779
131892,2427.7949020549604
131893,3576.7758651118493
131894,6642.267063946121
131895,2427.7949020549604
131896,6949.47343736292
131897,1732.6762908303779
131898,1732.6762908303779
131899,1732.6762908303779
131900,3724.6315736501324
131901,5134.400150458286
131902,3378.1999712452102
131903,5037.943793249417
131904,3584.4980122000243
131905,1732.6762908303779
131906,3378.1999712452102
131907,1732.6762908303779
131908,1732.6762908303779
131909,1732.6762908303779
131910,6744.374557005506
131911,2806.9117266930193
131912,1732.6762908303779
131913,1732.6762908303779
131914,1732.6762908303779
131915,3584.4980122000243
131916,3584.4980122000243
131917,2463.3545143560377
131918,1732.6762908303779
131919,1732.6762908303779
131920,1732.6762908303779
131921,5934.346056552319
131922,1732.6762908303779
131923,4897.926491146963
131924,1732.6762908303779
131925,1732.6762908303779
131926,1732.6762908303779
131927,2791.6604134330682
131928,3647.5168798209234
131929,11849.322530914738
131930,7800.077191710268
131931,5037.943793249417
131932,1732.6762908303779
131933,5134.400150458286
131934,1732.6762908303779
131935,2463.3545143560377
131936,2463.3545143560377
131937,3532.029161071567
131938,2791.6604134330682
131939,1732.6762908303779
131940,1732.6762908303779
131941,2463.3545143560377
131942,1732.6762908303779
131943,1732.6762908303779
131944,2791.6604134330682
131945,1732.6762908303779
131946,8435.62602773219
131947,8590.864141200696
131948,2791.6604134330682
131949,7800.077191710268
131950,5037.943793249417
131951,2463.3545143560377
131952,1732.6762908303779
131953,2791.6604134330682
131954,2463.3545143560377
131955,1732.6762908303779
131956,1732.6762908303779
131957,1732.6762908303779
131958,2806.9117266930193
131959,1732.6762908303779
131960,6642.267063946121
131961,2463.3545143560377
131962,3532.029161071567
131963,4897.926491146963
131964,7800.077191710268
131965,3573.7316150835045
131966,1732.6762908303779
131967,2427.7949020549604
131968,2791.6604134330682
131969,1732.6762908303779
131970,2921.784183986646
131971,6642.267063946121
131972,1732.6762908303779
131973,1732.6762908303779
131974,2479.2697261320964
131975,1732.6762908303779
131976,6642.267063946121
131977,1732.6762908303779
131978,2463.3545143560377
131979,3532.029161071567
131980,3818.2153272226524
131981,3532.029161071567
131982,1732.6762908303779
131983,1732.6762908303779
131984,2806.9117266930193
131985,1732.6762908303779
131986,2791.6604134330682
131987,2791.6604134330682
131988,1732.6762908303779
131989,1732.6762908303779
131990,1732.6762908303779
131991,1732.6762908303779
131992,2791.6604134330682
131993,3532.029161071567
131994,1732.6762908303779
131995,5134.400150458286
131996,1732.6762908303779
131997,1732.6762908303779
131998,1732.6762908303779
131999,3645.148243884271
132000,2427.7949020549604
132001,3689.743793779402
132002,1732.6762908303779
132003,2791.6604134330682
132004,4151.770385387772
132005,2479.2697261320964
132006,1732.6762908303779
132007,2463.3545143560377
132008,3532.029161071567
132009,1732.6762908303779
132010,2463.3545143560377
132011,3645.148243884271
132012,1732.6762908303779
132013,2463.3545143560377
132014,2427.7949020549604
132015,1732.6762908303779
132016,5019.203093268906
132017,1732.6762908303779
132018,1732.6762908303779
132019,7140.755158058326
132020,6011.920593529416
132021,1732.6762908303779
132022,1732.6762908303779
132023,3584.4980122000243
132024,1732.6762908303779
132025,1732.6762908303779
132026,1732.6762908303779
132027,2427.7949020549604
132028,2791.6604134330682
132029,2427.7949020549604
